Protein.IDs,Intensity.H.F01,Intensity.H.F02,Intensity.H.F03,Intensity.H.F04,Intensity.H.F05,Intensity.H.F06,Intensity.H.F07,Intensity.H.F08,Intensity.H.F09,Intensity.H.F10,Intensity.H.F11,Intensity.H.F12,Intensity.H.F13,Intensity.H.F14,Intensity.H.F15,Intensity.H.F16,Intensity.H.F17,Intensity.H.F18,Intensity.H.F19,Intensity.H.F20,Intensity.H.F21,Intensity.H.F22,Intensity.H.F23,Intensity.H.F24,Intensity.H.F25,Intensity.H.F26,Intensity.H.F27,Intensity.L.F01,Intensity.L.F02,Intensity.L.F03,Intensity.L.F04,Intensity.L.F05,Intensity.L.F06,Intensity.L.F07,Intensity.L.F08,Intensity.L.F09,Intensity.L.F10,Intensity.L.F11,Intensity.L.F12,Intensity.L.F13,Intensity.L.F14,Intensity.L.F15,Intensity.L.F16,Intensity.L.F17,Intensity.L.F18,Intensity.L.F19,Intensity.L.F20,Intensity.L.F21,Intensity.L.F22,Intensity.L.F23,Intensity.L.F24,Intensity.L.F25,Intensity.L.F26,Intensity.L.F27,Intensity.M.F01,Intensity.M.F02,Intensity.M.F03,Intensity.M.F04,Intensity.M.F05,Intensity.M.F06,Intensity.M.F07,Intensity.M.F08,Intensity.M.F09,Intensity.M.F10,Intensity.M.F11,Intensity.M.F12,Intensity.M.F13,Intensity.M.F14,Intensity.M.F15,Intensity.M.F16,Intensity.M.F17,Intensity.M.F18,Intensity.M.F19,Intensity.M.F20,Intensity.M.F21,Intensity.M.F22,Intensity.M.F23,Intensity.M.F24,Intensity.M.F25,Intensity.M.F26,Intensity.M.F27,Percentage.H.F01,Percentage.H.F02,Percentage.H.F03,Percentage.H.F04,Percentage.H.F05,Percentage.H.F06,Percentage.H.F07,Percentage.H.F08,Percentage.H.F09,Percentage.H.F10,Percentage.H.F11,Percentage.H.F12,Percentage.H.F13,Percentage.H.F14,Percentage.H.F15,Percentage.H.F16,Percentage.H.F17,Percentage.H.F18,Percentage.H.F19,Percentage.H.F20,Percentage.H.F21,Percentage.H.F22,Percentage.H.F23,Percentage.H.F24,Percentage.H.F25,Percentage.H.F26,Percentage.H.F27,Percentage.L.F01,Percentage.L.F02,Percentage.L.F03,Percentage.L.F04,Percentage.L.F05,Percentage.L.F06,Percentage.L.F07,Percentage.L.F08,Percentage.L.F09,Percentage.L.F10,Percentage.L.F11,Percentage.L.F12,Percentage.L.F13,Percentage.L.F14,Percentage.L.F15,Percentage.L.F16,Percentage.L.F17,Percentage.L.F18,Percentage.L.F19,Percentage.L.F20,Percentage.L.F21,Percentage.L.F22,Percentage.L.F23,Percentage.L.F24,Percentage.L.F25,Percentage.L.F26,Percentage.L.F27,Percentage.M.F01,Percentage.M.F02,Percentage.M.F03,Percentage.M.F04,Percentage.M.F05,Percentage.M.F06,Percentage.M.F07,Percentage.M.F08,Percentage.M.F09,Percentage.M.F10,Percentage.M.F11,Percentage.M.F12,Percentage.M.F13,Percentage.M.F14,Percentage.M.F15,Percentage.M.F16,Percentage.M.F17,Percentage.M.F18,Percentage.M.F19,Percentage.M.F20,Percentage.M.F21,Percentage.M.F22,Percentage.M.F23,Percentage.M.F24,Percentage.M.F25,Percentage.M.F26,Percentage.M.F27
YHR058C,737914378.6,601039774.7,110881913.6,123965512.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,920817790.5,817666364.3,161497155.6,122854879.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1113225045,917076968.5,140279841.1,106467052.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.468873833,0.381903146,0.070454824,0.078768197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45521125,0.404217785,0.079836991,0.060733973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.488889387,0.402748033,0.061605985,0.046756594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR063C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20466672196,10386461656,925778742.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26189403054,13917766247,1288293024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23386362561,12645726828,986688284.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644033119,0.326835024,0.029131857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63266362,0.33621478,0.0311216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63174324,0.341603036,0.026653724,0,0,0,0,0,0,0,0,0,0
YHR064C,2810490451,73684324663,1.97778E+11,3.66287E+11,3.41331E+11,1.48429E+11,59730369106,40384584755,39021513795,46256014453,27945049864,27447389257,42250962736,35043611697,24560609254,7876252551,4482241259,3145878326,1196117866,392113375.6,112571450.9,10604594.56,2423370.446,1045959.942,0,0,0,3287216993,95569966894,2.48345E+11,4.63544E+11,4.18274E+11,1.92907E+11,76359562731,52643295459,50177113579,58948665363,36407362171,35158117672,50816635920,40302667340,28899037559,7970164084,5312886042,4051395814,1632846345,526208426.3,132838235.8,14299634.54,3592946.539,1199495.346,0,0,0,2852783029,88394564727,2.4019E+11,4.23134E+11,4.10383E+11,1.84587E+11,72099061150,48467726157,46511854433,54743387738,33574765576,34724914930,49566454911,34919593176,23411758659,7034897582,4332778105,3683449701,1343167767,415163656.2,116602451.4,12613791.32,3563609.847,1099637.358,0,0,0,0.001886009,0.049446629,0.132720919,0.245800675,0.229053714,0.099604708,0.040082683,0.027100494,0.026185791,0.031040578,0.018752815,0.018418855,0.028352946,0.023516379,0.016481651,0.005285441,0.003007854,0.002111074,0.000802667,0.000263132,7.55E-05,7.12E-06,1.63E-06,7.02E-07,0,0,0,0.001756662,0.051071823,0.132713732,0.247714361,0.223522347,0.10308783,0.040805937,0.028132154,0.026814246,0.031501693,0.019455802,0.018788216,0.027156002,0.021537422,0.015443414,0.004259192,0.002839164,0.002165033,0.00087258,0.000281202,7.10E-05,7.64E-06,1.92E-06,6.41E-07,0,0,0,0.001616762,0.050095973,0.136123466,0.239803505,0.232576664,0.104611165,0.0408608,0.027468181,0.026359727,0.031024795,0.019027873,0.019679699,0.028090865,0.019790029,0.013268178,0.003986897,0.002455521,0.002087526,0.000761215,0.000235286,6.61E-05,7.15E-06,2.02E-06,6.23E-07,0,0,0
YHR065C,39724334.77,1852425253,1751689406,2030750948,1239326565,877113129.6,0,0,0,0,0,190665284.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43066503.34,2251631881,2233101178,2252023349,1222432404,883253689,0,0,0,0,0,248607903.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42408618.8,2026152523,2272126604,2185897929,1265338210,829482673.8,0,0,0,0,0,139537547.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00497693,0.232084197,0.219463337,0.25442603,0.155271102,0.109890586,0,0,0,0,0,0.023887819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004714906,0.246507889,0.244479154,0.246550747,0.133831482,0.096698312,0,0,0,0,0,0.027217508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004840645,0.231271025,0.259347232,0.249504837,0.144429435,0.094679599,0,0,0,0,0,0.015927227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR068W,0,0,0,0,0,0,0,0,0,0,0,16443478833,1.65153E+11,1.36853E+11,30289796747,12261613260,577615568.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17827204096,1.91082E+11,1.77538E+11,39734992928,15274095117,694375390.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17928144541,1.75732E+11,1.51996E+11,37319350538,14579765582,593653097.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045476984,0.456755549,0.378487477,0.083771117,0.033911388,0.001597485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040319358,0.432165082,0.401532378,0.089867677,0.034545053,0.001570452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045028735,0.441371551,0.381757682,0.093732128,0.03661887,0.001491033,0,0,0,0,0,0,0,0,0,0
YHR069C,548854088,1686685444,1024896061,235095517.9,952834533.4,322297132.9,0,148677931.4,556884984.1,357428203.9,701828555.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627080971.9,2279255183,1283329063,206406995.9,791094965.6,340705104.7,0,201447444.9,842938571.4,561546642.3,1263465054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,656963891,2629705020,1319906196,212814497.8,992254243.3,327025912,0,305456294.3,713589019,481044059.6,875836253.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083980654,0.258081244,0.156820261,0.035972175,0.145794062,0.049314972,0,0.022749343,0.085209468,0.054690408,0.107387413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074676767,0.271428117,0.152826938,0.02458025,0.09420859,0.040573318,0,0.023989635,0.100382454,0.066872524,0.150461406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077157382,0.308846739,0.155016902,0.024994082,0.116535689,0.038407687,0,0.035874434,0.083807743,0.056496409,0.102862933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR070W,0,0,0,0,0,0,0,0,592628364,0,0,0,0,0,3715836510,438574559.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39652279.32,0,0,0,0,0,4256213819,747404946.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51159488.27,0,0,0,0,0,3830463305,656649456.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124841677,0,0,0,0,0,0.782769253,0.09238907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007862413,0,0,0,0,0,0.843939138,0.148198449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112729,0,0,0,0,0,0.844035592,0.144691508,0,0,0,0,0,0,0,0,0,0,0
YHR072W-A,3739776348,2683620379,1016225789,1972827131,1101338426,716677306.6,771057633.5,863046084.8,427769837.8,228095182.9,0,0,0,0,0,0,0,0,0,54084544.08,14205455.85,2314330.38,0,0,0,0,0,8723491535,3551923916,1393060463,2388716724,1611936680,944152139.4,840186600.5,988304518.8,533948701.5,260800631.7,0,0,0,0,0,0,0,0,0,48790048.05,16606946.68,2464594.671,0,0,0,0,0,3464059428,2689943785,1096982651,1602114699,956263167.1,639043090.4,720265002.5,888626850,415296591.5,153268977.2,0,0,0,0,0,0,0,0,0,34140965.42,11809668.2,1925004.709,0,0,0,0,0,0.275164871,0.197455138,0.074771754,0.145156468,0.081034163,0.052731608,0.056732798,0.063501114,0.031474404,0.016782763,0,0,0,0,0,0,0,0,0,0.003979427,0.001045208,0.000170284,0,0,0,0,0,0.409469325,0.16672268,0.065388443,0.11212325,0.075662207,0.044317271,0.039437264,0.046389726,0.025062856,0.012241642,0,0,0,0,0,0,0,0,0,0.002290141,0.000779508,0.000115685,0,0,0,0,0,0.273325748,0.212245463,0.08655556,0.126412149,0.075452327,0.050422614,0.056831291,0.070115598,0.032768275,0.012093429,0,0,0,0,0,0,0,0,0,0.002693835,0.000931822,0.000151889,0,0,0,0,0
YHR074W,0,0,0,0,0,0,0,0,0,12678374992,24541079137,6989144431,2318583123,521212971.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16893169895,31218314091,9388442723,3330121332,570552231.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14597466284,28418394121,7801154230,3064618974,673956863.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269475188,0.521613528,0.14855224,0.049280813,0.011078231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27513037,0.508436627,0.152904738,0.054235974,0.009292291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267570494,0.520907094,0.142994589,0.056174243,0.01235358,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR076W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570974426.3,464063252.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,846935776.9,393465058.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699987319.9,286853520.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55164603,0.44835397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.682792008,0.317207992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.709321393,0.290678607,0,0,0,0,0,0,0,0,0,0
YHR081W,0,329499393.1,595892492.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355358797,777250276.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364161644.3,698058113.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35606471,0.64393529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313752384,0.686247616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342830795,0.657169205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR085W,590935682.5,1180613249,471084760,1456279954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419214389.9,902782742,752067831.3,456197051.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220563945.6,630144084.5,588050590.4,355231907.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159759253,0.319178376,0.127357599,0.393704772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165680229,0.356794173,0.29722923,0.180296368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122945992,0.351252738,0.327789128,0.198012142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR087W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1312828790,27095724567,10693613817,1179788187,304708967.1,38225794.28,13722387.54,3167167.503,1572241.201,0,125363.463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2735307982,54405281111,20405715967,2179863490,607957922.7,69691197.06,25375241.06,4749601.738,3433761.189,0,209005.8693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1911408880,38909664338,15213430828,1635552749,415418903.3,49399010.54,16680005.1,3810996.63,2033248.031,0,112094.0439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032301094,0.666668464,0.263107749,0.029027737,0.007497119,0.000940515,0.000337628,7.79E-05,3.87E-05,0,3.08E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034005347,0.676366414,0.253683846,0.027100061,0.007558132,0.000866401,0.000315465,5.90E-05,4.27E-05,0,2.60E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032866071,0.669039366,0.261590129,0.028122812,0.007142997,0.0008494,0.000286807,6.55E-05,3.50E-05,0,1.93E-06
YHR089C,17208571849,19471099433,11763220794,11370325778,8872690975,6011443249,5110346625,4979993160,2104611691,883951260.1,182933084,0,0,0,0,0,0,0,0,59120435.61,32181847.71,7063522.922,5247076.98,0,800824.4394,232191.703,278337.3324,20029036060,23664516284,14012889370,13018506143,11253963248,7103859745,5854390031,5980746581,2501113174,1030789276,216851421,0,0,0,0,0,0,0,0,67611283.19,36007534.15,7408199.776,4971571.512,0,925732.1007,364255.2362,367307.5357,17328448770,20128400884,11747941972,10762894594,9551713675,6533527870,5354504253,4745971088,2058795951,991292569,121388994.5,0,0,0,0,0,0,0,0,65532103.05,32065503.04,7857791.338,5135717.291,0,815258.3913,209650.859,352295.5664,0.195409588,0.221101411,0.133575647,0.129114182,0.100752631,0.068262123,0.058029843,0.056549632,0.023898631,0.010037588,0.002077272,0,0,0,0,0,0,0,0,0.000671334,0.000365437,8.02E-05,5.96E-05,0,9.09E-06,2.64E-06,3.16E-06,0.19114536,0.225840249,0.133730789,0.124240979,0.107401218,0.067795066,0.055870861,0.057076734,0.023869156,0.009837248,0.002069503,0,0,0,0,0,0,0,0,0.000645242,0.000343635,7.07E-05,4.74E-05,0,8.83E-06,3.48E-06,3.51E-06,0.193750663,0.225057134,0.131354605,0.120340718,0.106798415,0.073051857,0.059869107,0.053065053,0.023019549,0.011083715,0.001357259,0,0,0,0,0,0,0,0,0.000732719,0.000358527,8.79E-05,5.74E-05,0,9.12E-06,2.34E-06,3.94E-06
YHR097C,152023116.9,1360430957,684804195.1,490626695.3,0,0,0,0,0,0,0,0,0,0,0,1866260799,1995134700,1033761278,334726426.8,124285320.3,11503293.9,0,0,0,0,0,0,262885294,1421368626,678490175.6,599776355,0,0,0,0,0,0,0,0,0,0,0,2633371772,2980301899,1290193460,341844597,128533330.1,15242292.16,0,0,0,0,0,0,156712702.1,1074113773,697579499.9,539511663.4,0,0,0,0,0,0,0,0,0,0,0,2551738017,2848860298,1083263934,267665305.4,140027437.9,9209022.673,0,0,0,0,0,0,0.018876519,0.168922998,0.085031274,0.060920499,0,0,0,0,0,0,0,0,0,0,0,0.231731252,0.247733362,0.128360836,0.041562559,0.015432352,0.00142835,0,0,0,0,0,0,0.025394619,0.137303666,0.065541892,0.057938167,0,0,0,0,0,0,0,0,0,0,0,0.254382707,0.287896025,0.124632195,0.033022058,0.012416271,0.0014724,0,0,0,0,0,0,0.016727295,0.114649405,0.074458662,0.057586722,0,0,0,0,0,0,0,0,0,0,0,0.272368953,0.304083371,0.11562608,0.028570221,0.014946333,0.000982958,0,0,0,0,0,0
YHR098C,0,0,0,0,0,0,0,158844534.9,141545773.3,36703385.75,0,14483551865,45993772686,11209263150,1697363264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240886258.9,139500047.2,39465436.02,0,22534954281,56057085389,15050485437,2545506843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173584381,145083174.5,40816889.61,0,18892686568,52334896981,12146440944,1345003168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00215467,0.001920019,0.000497868,0,0.196464279,0.623889324,0.152049706,0.023024135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002493443,0.001443982,0.000408512,0,0.233262063,0.580253735,0.155789412,0.026348852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002040285,0.001705286,0.000479756,0,0.222061789,0.615136486,0.142767435,0.015808964,0,0,0,0,0,0,0,0,0,0,0,0
YHR099W,4036591605,3542438806,477674902.8,364322017,786612841.2,790925991.2,321209460.9,257553955.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4602794282,4251492346,575680266.5,239213405.8,832047025.8,1114909037,515966842.7,363265884.2,0,0,107029951.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4493658332,4171284928,564432844,168676207.1,597290969,812897680.6,362500536.1,400223562.8,0,0,575127275.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.381626721,0.334908616,0.045160255,0.034443667,0.07436781,0.074775583,0.030367727,0.02434962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365231593,0.337355795,0.045680213,0.018981577,0.066022907,0.088468,0.040941954,0.028825137,0,0,0.008492824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369967411,0.343426084,0.046470324,0.013887282,0.049175566,0.066926684,0.029845034,0.032950809,0,0,0.047350807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR102W,0,0,0,0,413274859.6,364623132.1,0,0,0,0,0,0,2990381421,10928377960,0,2487693430,379576889.8,210840545.7,0,0,0,0,0,0,0,0,0,0,0,0,0,413332322.8,487461734.9,0,0,0,0,0,0,3866281435,25387596721,0,3646885056,581319080.2,233808094.3,0,0,0,0,0,0,0,0,0,0,0,0,0,402548408,464969194.5,0,0,0,0,0,0,3192988075,25387596721,0,2852447366,650032450.5,242006833.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023250647,0.020513524,0,0,0,0,0,0,0.168237435,0.614825342,0,0.139956448,0.021354815,0.011861789,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011940263,0.014081699,0,0,0,0,0,0,0.111688381,0.733391921,0,0.105350501,0.016793032,0.006754202,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012127659,0.014008223,0,0,0,0,0,0,0.096195813,0.764857381,0,0.085936272,0.019583662,0.00729099,0,0,0,0,0,0,0,0,0
YHR104W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71195719156,36370469644,8778744423,1337508600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95728182876,48413496323,11693174562,1646021592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86252355189,44597556513,10807599952,1597830253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.604981661,0.309056042,0.074596892,0.011365405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.607871798,0.307424608,0.074251394,0.0104522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60208823,0.311315138,0.075442911,0.011153722,0,0,0,0,0,0,0,0
YHR107C,693090000,0,74985884.49,1256775974,12957170539,18606717611,8347347273,4294611930,2204695996,1040442516,230015432.8,0,0,0,0,0,0,0,196465918.5,39728546.55,4472197.792,1842013.971,2332566.398,0,0,0,0,826239694.4,0,67902401.4,1131838230,14929688385,22751595258,11821543625,5552037509,2669743508,1390814338,248305006.7,0,0,0,0,0,0,0,197827655.4,31537680.18,5407061.42,2349468.798,2517168.034,0,0,0,0,714188338.2,0,92383493.28,933068976,13805709484,19685427501,10117342993,4887231548,2109797038,1068314547,145541688.6,0,0,0,0,0,0,0,209336100.8,43183502.6,5202203.553,2214220.925,3007909.031,0,0,0,0,0.013875483,0,0.001501198,0.02516033,0.259399207,0.372501681,0.167111736,0.085977022,0.044137444,0.02082939,0.00460485,0,0,0,0,0,0,0,0.003933197,0.000795355,8.95E-05,3.69E-05,4.67E-05,0,0,0,0,0.013406595,0,0.001101787,0.018365248,0.242249661,0.369168203,0.191816792,0.09008756,0.043319354,0.022567403,0.004029006,0,0,0,0,0,0,0,0.003209959,0.000511732,8.77E-05,3.81E-05,4.08E-05,0,0,0,0,0.013269462,0,0.001716465,0.017336217,0.25650705,0.365750919,0.18797801,0.090803689,0.039199566,0.01984905,0.002704133,0,0,0,0,0,0,0,0.003889419,0.00080234,9.67E-05,4.11E-05,5.59E-05,0,0,0,0
YHR108W,0,0,0,0,0,0,0,0,0,0,0,0,0,15136292846,10328894296,691135003.2,0,404585612.5,105525767.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19479287363,14690566488,962323800.4,0,473898195.5,147363807.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17148744731,13526650411,1146336523,0,352069365.2,106007681.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.567615944,0.387336923,0.025917789,0,0.015172093,0.003957251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.544822751,0.410885404,0.026915559,0,0.013254618,0.004121668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.531252985,0.419043698,0.035512494,0,0.010906798,0.003284024,0,0,0,0,0,0,0,0
YHR112C,0,0,0,0,0,0,0,0,0,0,0,0,0,3307071166,1039776507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3639105616,1050494521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4126464884,934490311.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.760797574,0.239202426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775994863,0.224005137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.815352977,0.184647023,0,0,0,0,0,0,0,0,0,0,0,0
YHR113W,0,0,0,0,0,0,0,0,0,795168644.9,12833511140,17081366366,5578127226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1160496190,17210311680,23210694480,5180904765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037451371,14814648244,19395986841,5594882229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021912611,0.353655474,0.470714417,0.153717498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024816862,0.368037335,0.496353715,0.110792089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025400979,0.362722121,0.4748917,0.1369852,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR114W,0,0,0,0,0,0,0,0,0,0,1395478619,2857175365,708659305.4,0,0,0,0,0,0,19205693.83,5280679.172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2251139390,4337495026,1167926832,0,0,0,0,0,0,20778009.16,7264926.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1687514287,3845129968,1119208438,0,0,0,0,0,0,25032915.11,6162389.255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279890632,0.57306261,0.142135536,0,0,0,0,0,0,0.003852079,0.001059144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289178401,0.557188898,0.150030343,0,0,0,0,0,0,0.002669116,0.000933243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252506684,0.575355731,0.167469759,0,0,0,0,0,0,0.003745733,0.000922093,0,0,0,0,0,0
YHR115C,0,0,0,0,0,0,0,0,0,0,234114015.2,134402202.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268340446.1,158953161.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262393300.3,161686965.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.635288229,0.364711771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628000142,0.371999858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.618734994,0.381265006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
